RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,11530,구로구,10100,신도림동,1,대지,0642,0000,대림2,2025-02-18,85000,59.88,0.0,8.0,,,2001,아파트,직거래,
2025,11560,영등포구,13300,대림동,1,대지,0650,0000,성원(650),2025-02-18,64000,59.63,0.0,18.0,,,1995,아파트,중개거래,서울 영등포구
2025,11200,성동구,11200,금호동4가,1,대지,0800,0000,대우,2025-02-18,123000,59.97,0.0,20.0,,,2001,아파트,중개거래,서울 성동구
2025,11530,구로구,10700,개봉동,1,대지,0495,0000,로얄홈타운,2025-02-18,30300,38.63,21.0,4.0,,,2019,연립다세대,중개거래,서울 구로구
2025,11740,강동구,10200,고덕동,1,대지,0693,0000,고덕그라시움,2025-02-18,150000,59.785,0.0,4.0,,,2019,아파트,중개거래,서울 강동구
2025,11230,동대문구,10600,장안동,1,대지,0585,0000,성우스타팰리스(585),2025-02-18,40000,41.63,26.0,3.0,,,2018,연립다세대,중개거래,서울 동대문구
2025,11560,영등포구,11500,당산동5가,1,대지,0042,0000,당산삼성래미안4차,2025-02-18,208000,161.08,0.0,3.0,,,2003,아파트,중개거래,서울 영등포구
2025,11500,강서구,10600,내발산동,1,대지,0703,0023,덕수리더스빌102동,2025-02-18,19000,51.3,23.0,2.0,,,2002,연립다세대,직거래,
2025,11590,동작구,10200,상도동,1,대지,0421,0000,삼성래미안2,2025-02-18,92000,59.886,0.0,14.0,,,2003,아파트,중개거래,서울 동작구
2025,11560,영등포구,11100,당산동1가,1,대지,0016,0001,진로,2025-02-18,91500,59.4,0.0,21.0,,,1997,아파트,중개거래,서울 영등포구
2025,11260,중랑구,10100,면목동,1,대지,0454,0055,오렌지타운,2025-02-18,26000,30.0,20.0,3.0,,,2017,연립다세대,중개거래,서울 중랑구
2025,11290,성북구,13300,정릉동,1,대지,1021,0000,대우,2025-02-18,32000,43.11,0.0,5.0,,,2001,아파트,중개거래,서울 성북구
2025,11440,마포구,10800,대흥동,1,대지,0803,0000,동양엔파트,2025-02-18,138000,84.893,0.0,9.0,,,2007,아파트,중개거래,서울 마포구
2025,11470,양천구,10100,신정동,1,대지,0922,0004,블루움,2025-02-18,31000,26.88,15.0,2.0,,,2017,연립다세대,중개거래,서울 양천구
2025,11200,성동구,11300,옥수동,1,대지,0250,0000,옥수삼성,2025-02-18,167500,84.822,0.0,3.0,,20250227,1999,아파트,중개거래,서울 성동구
2025,11200,성동구,11300,옥수동,1,대지,0250,0000,옥수삼성,2025-02-18,167500,84.822,0.0,3.0,,,1999,아파트,중개거래,서울 성동구
2025,11380,은평구,10700,응암동,1,대지,0583,0054,다베로,2025-02-18,36800,29.74,22.0,3.0,,,2022,연립다세대,직거래,
2025,11215,광진구,10100,중곡동,1,대지,0109,0002,삼성로얄3,2025-02-18,60000,83.07,0.0,2.0,,,2002,아파트,중개거래,서울 광진구
2025,11470,양천구,10300,신월동,1,대지,0468,0001,대성아트빌라,2025-02-18,36000,80.62,39.0,2.0,,,1993,연립다세대,중개거래,서울 양천구
2025,11590,동작구,10900,신대방동,1,대지,0712,0000,신대방경남,2025-02-18,74000,56.0,0.0,5.0,,,2003,아파트,중개거래,서울 구로구
2025,11410,서대문구,11900,북가좌동,1,대지,0289,0029,르네상스빌(289-29),2025-02-18,34000,57.54,37.0,2.0,,,2017,연립다세대,중개거래,서울 서대문구
2025,11260,중랑구,10200,상봉동,1,대지,0104,0010,리더스,2025-02-18,29800,29.57,0.0,9.0,,,2019,아파트,중개거래,서울 중랑구
2025,11650,서초구,10100,방배동,1,대지,0593,0014,방배빌리지Ⅱ,2025-02-18,29900,29.79,23.0,3.0,,,2018,연립다세대,중개거래,서울 서초구
2025,11380,은평구,10800,역촌동,1,대지,0073,0015,뉴아름빌(73-15),2025-02-18,30500,42.81,26.0,4.0,,,2016,연립다세대,중개거래,서울 은평구
2025,11545,금천구,10300,시흥동,1,대지,1010,0000,벽산,2025-02-18,54100,84.99,0.0,5.0,,,2000,아파트,중개거래,서울 금천구
2025,11260,중랑구,10200,상봉동,1,대지,0115,0061,주함해븐타워,2025-02-18,13500,15.73,0.0,6.0,,,2015,아파트,중개거래,서울 중랑구
2025,11590,동작구,10100,노량진동,1,대지,0016,0001,노량진 드림스퀘어 복합빌딩,2025-02-18,20000,24.132,35.1473,5.0,,,2020,오피스텔,중개거래,서울 동작구
2025,11590,동작구,10100,노량진동,1,대지,0016,0001,노량진 드림스퀘어 복합빌딩,2025-02-18,20000,24.132,35.1473,5.0,,20250218,2020,오피스텔,중개거래,서울 동작구
2025,11290,성북구,13600,하월곡동,1,대지,0219,0000,동신,2025-02-18,58000,59.88,0.0,3.0,,,1998,아파트,중개거래,서울 성북구
2025,11500,강서구,10200,등촌동,1,대지,0688,0000,주공3,2025-02-18,78000,58.14,0.0,4.0,,,1995,아파트,중개거래,서울 강서구
2025,11470,양천구,10300,신월동,1,대지,1007,0005,동진빌라,2025-02-18,9000,48.32,25.0,-1.0,,,1991,연립다세대,중개거래,서울 양천구
2025,11140,중구,16200,신당동,1,대지,0844,0000,남산타운,2025-02-18,138700,114.88,0.0,5.0,,,2002,아파트,중개거래,서울 중구
2025,11590,동작구,10200,상도동,1,대지,0157,0009,드림캐슬,2025-02-18,59500,48.57,28.0,3.0,,,2015,연립다세대,중개거래,서울 동작구
2025,11620,관악구,10300,남현동,1,대지,1067,0007,(1067-7),2025-02-18,16000,40.32,53.0,-1.0,,,1987,연립다세대,중개거래,서울 관악구
2025,11230,동대문구,10600,장안동,1,대지,0364,0003,드플랏장안,2025-02-18,29725,28.771,45.4409,11.0,,,2024,오피스텔,직거래,
2025,11440,마포구,12600,중동,1,대지,0243,0000,(243-0),2025-02-18,15000,41.76,29.0,2.0,,,1986,연립다세대,직거래,
2025,11305,강북구,10300,수유동,1,대지,0048,0008,수유프리미어엠,2025-02-18,11800,19.0,0.0,6.0,,,2016,아파트,중개거래,서울 강북구
2025,11380,은평구,10700,응암동,1,대지,0287,0029,(287-29),2025-02-18,6000,28.13,21.0,-1.0,,,1986,연립다세대,직거래,
2025,11200,성동구,11500,성수동2가,1,대지,0338,0004,(338-4),2025-02-18,230000,65.52,72.0,1.0,,,1985,연립다세대,중개거래,서울 성동구
2025,11320,도봉구,10800,도봉동,1,대지,0095,0000,도봉 금호어울림 리버파크,2025-02-18,90330,84.96,0.0,12.0,분양권,,0,아파트,직거래,
2025,11140,중구,16900,의주로1가,1,대지,0032,0002,바비엥-1,2025-02-18,107500,133.84,165.02,14.0,,,2003,오피스텔,중개거래,서울 서대문구
2025,11740,강동구,11000,강일동,1,대지,0699,0000,강일리버파크9단지,2025-02-18,109500,84.53,0.0,5.0,,,2009,아파트,중개거래,서울 강동구
2025,11350,노원구,10300,공릉동,1,대지,0684,0060,남광미르빌,2025-02-18,30000,64.26,0.0,3.0,,,2003,아파트,중개거래,서울 노원구
2025,11380,은평구,10700,응암동,1,대지,0402,0106,(402-106),2025-02-18,14500,33.24,28.0,2.0,,,1986,연립다세대,중개거래,서울 은평구
2025,11320,도봉구,10700,창동,1,대지,0316,0000,창동주공2단지,2025-02-18,42000,41.3,0.0,14.0,,,1990,아파트,중개거래,서울 도봉구
2025,11500,강서구,10500,마곡동,1,대지,0776,0002,마곡센트럴대방디엠시티오피스텔,2025-02-18,18900,24.021,34.5019,10.0,,,2017,오피스텔,중개거래,서울 강서구
2025,11215,광진구,10500,자양동,1,대지,0649,0005,정든타운,2025-02-18,45000,60.56,25.0,4.0,,,2002,연립다세대,직거래,
2025,11500,강서구,10300,화곡동,1,대지,0396,0014,나산주택(가동),2025-02-18,21500,59.46,39.0,2.0,,,1991,연립다세대,중개거래,"서울 강서구, 서울 양천구"
2025,11410,서대문구,11800,홍은동,1,대지,0265,0088,삼정빌,2025-02-18,22000,40.92,30.0,2.0,,,2013,연립다세대,직거래,
2025,11650,서초구,10300,우면동,1,대지,0728,0000,(728),2025-02-18,9000,13.86,21.1624,5.0,,,2013,오피스텔,중개거래,서울 서초구
2025,11740,강동구,10700,암사동,1,대지,0452,0018,삼정하우스,2025-02-18,26000,26.54,19.0,2.0,,,2014,연립다세대,중개거래,서울 강동구
2025,11470,양천구,10300,신월동,1,대지,0140,0008,우성장미빌라,2025-02-18,19000,43.44,17.0,3.0,,,1995,연립다세대,중개거래,"서울 강서구, 서울 양천구"
2025,11440,마포구,10100,아현동,1,대지,0777,0000,마포래미안푸르지오4단지,2025-02-18,200000,84.388,0.0,7.0,,,2014,아파트,중개거래,서울 마포구
2025,11230,동대문구,10600,장안동,1,대지,0329,0002,장안힐스테이트,2025-02-18,95000,84.854,0.0,2.0,,,2007,아파트,중개거래,서울 동대문구
2025,11230,동대문구,10600,장안동,1,대지,0336,0000,장안현대홈타운(336),2025-02-18,117000,112.78,0.0,19.0,,,2003,아파트,중개거래,서울 동대문구
2025,11440,마포구,10900,염리동,1,대지,0521,0000,마포자이,2025-02-18,195000,135.376,0.0,1.0,,,2003,아파트,중개거래,서울 마포구
2025,11380,은평구,11400,진관동,1,대지,0073,0000,웅신 미켈란의 아침,2025-02-18,11000,19.06,32.8907,5.0,,,2017,오피스텔,중개거래,서울 은평구
2025,11260,중랑구,10100,면목동,1,대지,0069,0021,69-21,2025-02-18,42850,28.25,19.0,5.0,,,2018,연립다세대,중개거래,"서울 동대문구, 서울 중랑구"
2025,11350,노원구,10200,월계동,1,대지,0951,0000,월계센트럴아이파크,2025-02-18,70000,84.99,0.0,8.0,,,2020,아파트,직거래,
2025,11290,성북구,13600,하월곡동,1,대지,0222,0000,월곡두산위브,2025-02-18,71300,59.855,0.0,7.0,,,2003,아파트,중개거래,"서울 마포구, 서울 성북구"
2025,11290,성북구,13600,하월곡동,1,대지,0222,0000,월곡두산위브,2025-02-18,82000,84.843,0.0,5.0,,,2003,아파트,중개거래,서울 성북구
2025,11110,종로구,13300,익선동,1,대지,0034,0000,BIZ-WELL 종로 오피스텔,2025-02-18,12350,17.2,24.82,9.0,,,2004,오피스텔,중개거래,서울 종로구
2025,11470,양천구,10200,목동,1,대지,0500,0002,월드타운,2025-02-18,22600,29.97,19.0,3.0,,,2012,연립다세대,중개거래,"서울 강서구, 서울 영등포구"
2025,11680,강남구,10100,역삼동,1,대지,0825,0020,강남역 센트럴 푸르지오 시티,2025-02-18,29000,24.61,32.992,5.0,,,2015,오피스텔,중개거래,서울 강남구
2025,11230,동대문구,10500,답십리동,1,대지,1003,0000,래미안위브,2025-02-18,135000,84.99,0.0,12.0,,,2014,아파트,중개거래,서울 동대문구
2025,11710,송파구,10900,장지동,1,대지,0901,0000,위례24단지(꿈에그린),2025-02-18,146000,75.97,0.0,18.0,,,2013,아파트,중개거래,"서울 강남구, 서울 송파구"
2025,11440,마포구,11400,창전동,1,대지,0444,0000,서강예가,2025-02-18,133800,59.983,0.0,9.0,,,2007,아파트,중개거래,서울 마포구
2025,11440,마포구,11400,창전동,1,대지,0444,0000,서강예가,2025-02-18,133800,59.983,0.0,9.0,,20250220,2007,아파트,중개거래,서울 마포구
2025,11410,서대문구,11900,북가좌동,1,대지,0458,0000,DMC아이파크,2025-02-18,84000,59.96,0.0,3.0,,,2009,아파트,중개거래,서울 서대문구
2025,11410,서대문구,12000,남가좌동,1,대지,0389,0000,DMC에코자이,2025-02-18,113000,72.845,0.0,9.0,,,2019,아파트,중개거래,서울 서대문구
2025,11440,마포구,10300,신공덕동,1,대지,0159,0000,신공덕래미안2차,2025-02-18,94200,59.48,0.0,1.0,,,2000,아파트,중개거래,서울 마포구
2025,11530,구로구,10700,개봉동,1,대지,0351,0012,명문뉴캐슬(351-12),2025-02-18,25000,73.68,40.0,3.0,,,2010,연립다세대,직거래,
2025,11680,강남구,11500,수서동,1,대지,0795,0000,강남데시앙포레,2025-02-18,158000,59.81,0.0,9.0,,,2014,아파트,중개거래,서울 강남구
2025,11200,성동구,10700,행당동,1,대지,0344,0000,신동아,2025-02-18,86000,59.97,0.0,15.0,,,1995,아파트,중개거래,서울 성동구
2025,11440,마포구,12200,합정동,1,대지,0431,0026,ES하임,2025-02-18,49700,29.11,22.0,3.0,,,2023,연립다세대,직거래,
2025,11560,영등포구,11600,당산동6가,1,대지,0336,0004,유탑유블레스,2025-02-18,15800,13.386,0.0,5.0,,,2012,아파트,중개거래,서울 영등포구
2025,11470,양천구,10100,신정동,1,대지,1259,0000,신트리1,2025-02-18,73000,59.73,0.0,14.0,,,1999,아파트,중개거래,"서울 양천구, 서울 용산구"
2025,11350,노원구,10500,상계동,1,대지,1255,0000,은빛1단지,2025-02-18,52300,59.95,0.0,7.0,,,1998,아파트,중개거래,서울 노원구
2025,11440,마포구,12700,상암동,1,대지,1741,0000,상암월드컵파크11단지,2025-02-18,91000,84.89,0.0,2.0,,,2010,아파트,중개거래,서울 마포구
2025,11305,강북구,10100,미아동,1,대지,0302,0039,S앤Jvil,2025-02-18,32300,59.52,35.0,2.0,,,2011,연립다세대,중개거래,서울 강북구
2025,11200,성동구,11100,금호동3가,1,대지,1331,0000,두산,2025-02-18,133500,116.81,0.0,2.0,,,1994,아파트,중개거래,서울 성동구
2025,11350,노원구,10500,상계동,1,대지,0765,0000,상계주공1(고층),2025-02-18,54000,58.01,0.0,14.0,,,1988,아파트,중개거래,서울 노원구
2025,11350,노원구,10300,공릉동,1,대지,0755,0000,비콘아파트,2025-02-18,52000,65.221,0.0,4.0,,,2004,아파트,중개거래,서울 노원구
2025,11560,영등포구,12700,양평동3가,1,대지,0079,0004,현대2차,2025-02-17,102000,80.92,0.0,4.0,,,1990,아파트,중개거래,서울 영등포구
2025,11290,성북구,13800,장위동,1,대지,0322,0000,래미안포레카운티,2025-02-17,110000,84.97,0.0,21.0,,,2021,아파트,중개거래,서울 성북구
2025,11560,영등포구,13200,신길동,1,대지,4969,0000,힐스테이트클래시안,2025-02-17,80000,42.68,0.0,23.0,,,2020,아파트,중개거래,서울 영등포구
2025,11710,송파구,10100,잠실동,1,대지,0044,0000,레이크팰리스,2025-02-17,220000,59.97,0.0,9.0,,,2006,아파트,중개거래,서울 송파구
2025,11380,은평구,10400,갈현동,1,대지,0545,0000,코오롱하늘채,2025-02-17,65000,84.972,0.0,3.0,,,2003,아파트,중개거래,서울 은평구
2025,11590,동작구,10200,상도동,1,대지,0279,0016,명진주택,2025-02-17,39800,49.35,25.0,3.0,,,1996,연립다세대,중개거래,서울 동작구
2025,11650,서초구,11100,신원동,1,대지,0609,0000,프라임시티,2025-02-17,19000,27.582,41.528,4.0,,,2015,오피스텔,중개거래,서울 서초구
2025,11680,강남구,10100,역삼동,1,대지,0757,0000,역삼래미안,2025-02-17,275000,80.87,0.0,8.0,,,2005,아파트,중개거래,서울 강남구
2025,11590,동작구,10100,노량진동,1,대지,0232,0119,향수로얄맨션,2025-02-17,138300,56.61,29.0,2.0,,,1997,연립다세대,중개거래,서울 동작구
2025,11200,성동구,11500,성수동2가,1,대지,0277,0037,성원상떼뷰오피스텔,2025-02-17,17000,28.08,37.25,6.0,,,2003,오피스텔,중개거래,서울 성동구
2025,11260,중랑구,10100,면목동,,,,,,2025-02-17,70000,188.94,97.0,0.0,,,1993,단독다가구,직거래,
2025,11530,구로구,10100,신도림동,1,대지,0643,0000,동아1,2025-02-17,95000,59.978,0.0,21.0,,,1999,아파트,중개거래,서울 구로구
2025,11350,노원구,10200,월계동,1,대지,0944,0000,풍림아이원,2025-02-17,79800,84.303,0.0,3.0,,,2005,아파트,중개거래,서울 노원구
2025,11230,동대문구,10200,용두동,1,대지,0104,0003,동대문 푸르지오시티,2025-02-17,17000,23.47,31.87,8.0,,,null,오피스텔,중개거래,서울 동대문구
2025,11230,동대문구,10700,청량리동,1,대지,0212,0000,홍릉동부,2025-02-17,70400,59.7,0.0,21.0,,,2001,아파트,중개거래,서울 동대문구
2025,11110,종로구,18300,평창동,1,대지,0064,0003,금강하이츠빌라,2025-02-17,38800,39.67,50.0,2.0,,,1989,연립다세대,중개거래,서울 종로구
2025,11680,강남구,10600,대치동,1,대지,1007,0002,풍림아이원4차(1007-2),2025-02-17,224500,111.54,0.0,8.0,,,2004,아파트,중개거래,서울 강남구
2025,11680,강남구,11800,도곡동,1,대지,0963,0000,럭키(963),2025-02-17,205000,84.97,0.0,2.0,,,1995,아파트,중개거래,서울 강남구
2025,11620,관악구,10100,봉천동,1,대지,0180,0059,흥일빌라트,2025-02-17,18000,48.66,38.0,-1.0,,,1990,연립다세대,중개거래,서울 관악구
2025,11440,마포구,10400,도화동,1,대지,0550,0000,삼성,2025-02-17,144000,84.985,0.0,3.0,,,1997,아파트,중개거래,서울 마포구
2025,11215,광진구,10400,광장동,1,대지,0108,0000,효성리버카운티,2025-02-17,14500,26.63,35.77,2.0,,,2003,오피스텔,중개거래,서울 광진구
2025,11680,강남구,10100,역삼동,1,대지,0736,0024,엘지역삼에클라트,2025-02-17,13300,28.64,40.01,10.0,,,2004,오피스텔,중개거래,서울 강남구
2025,11440,마포구,10600,토정동,1,대지,0138,0000,한강삼성,2025-02-17,116500,59.97,0.0,8.0,,,1997,아파트,중개거래,서울 마포구
2025,11440,마포구,11000,노고산동,1,대지,0106,0005,아이바타워,2025-02-17,13000,17.65,24.11,13.0,,,2006,오피스텔,중개거래,서울 마포구
2025,11590,동작구,10100,노량진동,,,,,,2025-02-17,225000,274.05,165.0,0.0,,20250228,1997,단독다가구,중개거래,서울 동작구
2025,11470,양천구,10100,신정동,1,대지,1279,0000,목동현대3차,2025-02-17,138000,84.77,0.0,12.0,,,1997,아파트,중개거래,서울 양천구
2025,11230,동대문구,10900,휘경동,1,대지,0052,0000,휘경베스트빌현대,2025-02-17,57800,59.92,0.0,17.0,,,2000,아파트,중개거래,서울 동대문구
2025,11410,서대문구,11300,대신동,1,대지,0124,0001,모두가,2025-02-17,19100,20.24,15.0,5.0,,,2018,연립다세대,중개거래,서울 서대문구
2025,11230,동대문구,10900,휘경동,1,대지,0369,0000,휘경제이스카이아파트,2025-02-17,66000,84.43,0.0,16.0,,,2016,아파트,중개거래,서울 동대문구
2025,11440,마포구,12500,성산동,1,대지,0593,0005,상암미르웰한올림,2025-02-17,15000,16.36,22.99,10.0,,,2018,오피스텔,중개거래,서울 마포구
2025,11170,용산구,11500,산천동,1,대지,0001,0029,청나빌라,2025-02-17,25500,29.54,14.0,1.0,,,1992,연립다세대,직거래,
2025,11740,강동구,10900,천호동,1,대지,0309,0001,대명엘르빌,2025-02-17,38000,62.32,29.0,1.0,,,2002,연립다세대,중개거래,서울 강동구
2025,11590,동작구,10700,사당동,1,대지,1153,0000,케이씨씨,2025-02-17,93000,84.747,0.0,1.0,,,2007,아파트,중개거래,서울 동작구
2025,11320,도봉구,10500,쌍문동,1,대지,0723,0000,신원2,2025-02-17,49000,84.99,0.0,4.0,,,1998,아파트,중개거래,서울 도봉구
2025,11620,관악구,10100,봉천동,2,산,0101,0000,힐스테이트 관악센트씨엘,2025-02-17,125500,84.95,0.0,9.0,입주권,,0,아파트,중개거래,서울 관악구
2025,11710,송파구,10100,잠실동,1,대지,0318,0023,신원빌라(318-23),2025-02-17,29500,41.4,29.0,2.0,,,1986,연립다세대,중개거래,서울 송파구
2025,11110,종로구,18200,구기동,1,대지,0100,0049,청운맨션,2025-02-17,30000,56.44,94.0,2.0,,,1981,연립다세대,중개거래,서울 종로구
2025,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,2025-02-17,144800,59.35,0.0,16.0,,,2016,아파트,중개거래,"서울 강동구, 서울 송파구"
2025,11680,강남구,10500,삼성동,,,,,,2025-02-17,875000,487.55,195.0,0.0,,,1989,단독다가구,중개거래,서울 강남구
2025,11350,노원구,10500,상계동,1,대지,0730,0002,상계주공3(고층),2025-02-17,66400,58.01,0.0,11.0,,,1987,아파트,중개거래,"서울 노원구, 서울 양천구"
2025,11680,강남구,10400,청담동,1,대지,0121,0014,청담8차상지리츠빌,2025-02-17,590000,273.45,0.0,4.0,,,2003,아파트,중개거래,서울 강남구
2025,11260,중랑구,10400,묵동,1,대지,0164,0004,묵동자이(1단지),2025-02-17,73000,114.43,0.0,19.0,,,2010,아파트,직거래,
2025,11350,노원구,10500,상계동,1,대지,0451,0000,한신2차,2025-02-17,31000,45.92,0.0,1.0,,,1988,아파트,중개거래,서울 노원구
2025,11440,마포구,10200,공덕동,1,대지,0476,0000,공덕파크자이,2025-02-17,190000,84.98,0.0,17.0,,,2015,아파트,중개거래,"서울 강서구, 서울 마포구"
2025,11710,송파구,10100,잠실동,1,대지,0331,0000,현대,2025-02-17,149000,84.68,0.0,14.0,,,1990,아파트,중개거래,서울 송파구
2025,11740,강동구,10900,천호동,1,대지,0414,0000,두산위브센티움,2025-02-17,16400,31.37,0.0,8.0,,,2004,아파트,중개거래,서울 강동구
2025,11545,금천구,10300,시흥동,1,대지,0821,0005,해강플러스,2025-02-17,43800,48.6,28.0,6.0,,,2024,연립다세대,직거래,
2025,11530,구로구,10800,오류동,1,대지,0046,0002,아크로펠리스,2025-02-17,14200,36.0,51.593,7.0,,,2004,오피스텔,중개거래,서울 구로구
2025,11710,송파구,11200,오금동,1,대지,0053,0003,"한승로얄맨션(가,나동)",2025-02-17,15000,43.83,24.0,-1.0,,,1995,연립다세대,중개거래,서울 송파구
2025,11710,송파구,11100,방이동,1,대지,0046,0002,사보이시티잠실,2025-02-17,29500,23.729,37.8905,12.0,,,2021,오피스텔,중개거래,서울 송파구
2025,11350,노원구,10600,중계동,1,대지,0582,0000,청암3단지(582),2025-02-17,49000,84.774,0.0,1.0,,,2003,아파트,중개거래,서울 노원구
2025,11470,양천구,10100,신정동,1,대지,1323,0000,목동힐스테이트,2025-02-17,148000,59.95,0.0,4.0,,,2016,아파트,중개거래,"서울 서초구, 서울 양천구"
2025,11590,동작구,10700,사당동,,,,,,2025-02-17,124000,198.72,139.0,0.0,,,1990,단독다가구,중개거래,서울 동작구
2025,11500,강서구,10300,화곡동,1,대지,0353,0005,썬빌라트,2025-02-17,22000,69.84,32.0,5.0,,,2002,연립다세대,직거래,
2025,11620,관악구,10100,봉천동,2,산,0101,0000,힐스테이트 관악센트씨엘,2025-02-17,126000,84.98,0.0,25.0,입주권,,0,아파트,중개거래,"서울 관악구, 서울 동작구"
2025,11140,중구,16200,신당동,1,대지,0842,0000,약수하이츠,2025-02-17,133000,114.92,0.0,8.0,,,1999,아파트,중개거래,서울 중구
2025,11140,중구,16200,신당동,1,대지,0852,0000,청구e편한세상,2025-02-17,153000,84.95,0.0,15.0,,,2011,아파트,중개거래,서울 중구
2025,11140,중구,16200,신당동,1,대지,0842,0000,약수하이츠,2025-02-17,135000,84.88,0.0,8.0,,,1999,아파트,중개거래,서울 중구
2025,11590,동작구,10100,노량진동,,,,,,2025-02-17,225000,274.05,165.0,0.0,,,1997,단독다가구,중개거래,서울 동작구
2025,11470,양천구,10100,신정동,1,대지,1323,0000,목동힐스테이트,2025-02-17,163000,84.88,0.0,2.0,,,2016,아파트,중개거래,서울 양천구
2025,11320,도봉구,10500,쌍문동,1,대지,0059,0005,한양6,2025-02-17,53000,83.86,0.0,8.0,,,2002,아파트,중개거래,서울 도봉구
2025,11590,동작구,10700,사당동,1,대지,1049,0008,더원캐슬,2025-02-17,26000,17.2,8.0,9.0,,,2020,연립다세대,중개거래,서울 서초구
2025,11350,노원구,10200,월계동,1,대지,0923,0000,초안1,2025-02-17,47500,59.85,0.0,3.0,,,1998,아파트,중개거래,서울 광진구
2025,11500,강서구,10400,가양동,1,대지,1461,0000,가양2단지(성지),2025-02-17,60000,39.6,0.0,13.0,,,1992,아파트,중개거래,서울 강서구
2025,11710,송파구,10100,잠실동,1,대지,0035,0000,트리지움,2025-02-17,223500,59.88,0.0,20.0,,,2007,아파트,중개거래,서울 송파구
2025,11740,강동구,10600,둔촌동,1,대지,0030,0004,더샵둔촌포레,2025-02-17,155000,93.544,0.0,7.0,,,2024,아파트,중개거래,서울 강동구
2025,11710,송파구,10100,잠실동,1,대지,0035,0000,트리지움,2025-02-17,260000,84.83,0.0,21.0,,,2007,아파트,중개거래,서울 송파구
2025,11320,도봉구,10600,방학동,1,대지,0507,0000,우성아파트1,2025-02-17,45000,84.69,0.0,1.0,,,1992,아파트,직거래,
2025,11530,구로구,10200,구로동,1,대지,0747,0011,(747-11),2025-02-17,21000,43.8,15.0,3.0,,,1996,연립다세대,중개거래,서울 구로구
2025,11500,강서구,10500,마곡동,1,대지,0739,0002,우성르보아투,2025-02-17,12300,20.24,29.94,12.0,,,2015,오피스텔,중개거래,서울 강서구
2025,11200,성동구,10200,하왕십리동,1,대지,1070,0000,센트라스,2025-02-17,31000,32.53,49.14,17.0,,,2016,오피스텔,중개거래,서울 성동구
2025,11215,광진구,10500,자양동,1,대지,0683,0019,강변리치빌,2025-02-17,70000,43.44,31.0,4.0,,,2009,연립다세대,중개거래,서울 광진구
2025,11230,동대문구,10400,전농동,1,대지,0006,0000,전농우성,2025-02-17,56000,59.78,0.0,2.0,,,1992,아파트,중개거래,서울 동대문구
2025,11215,광진구,10500,자양동,1,대지,0650,0042,(650-42),2025-02-17,49500,46.02,20.0,2.0,,,1994,연립다세대,중개거래,서울 광진구
2025,11305,강북구,10300,수유동,1,대지,0518,0142,(518-142),2025-02-17,9800,27.15,18.0,1.0,,,2005,연립다세대,중개거래,서울 강북구
2025,11560,영등포구,12700,양평동3가,1,대지,0049,0004,아테네,2025-02-17,35500,33.05,15.0,6.0,,,2016,연립다세대,중개거래,서울 영등포구
2025,11500,강서구,10300,화곡동,1,대지,0913,0001,삼도,2025-02-17,34800,70.84,0.0,6.0,,,1999,아파트,중개거래,서울 강서구
2025,11620,관악구,10100,봉천동,1,대지,1713,0000,낙성대현대홈타운,2025-02-17,122500,114.919,0.0,15.0,,,2002,아파트,중개거래,서울 관악구
2025,11500,강서구,10500,마곡동,1,대지,0795,0002,마곡아이파크,2025-02-17,17700,24.383,35.598,13.0,,,2016,오피스텔,중개거래,서울 강서구
2025,11500,강서구,10500,마곡동,1,대지,0758,0000,마곡시티오피스텔,2025-02-17,13000,22.51,32.55,5.0,,,2016,오피스텔,직거래,
2025,11440,마포구,10900,염리동,1,대지,0532,0000,마포프레스티지자이,2025-02-17,184500,59.877,0.0,15.0,,,2021,아파트,중개거래,서울 마포구
2025,11440,마포구,10900,염리동,1,대지,0532,0000,마포프레스티지자이,2025-02-17,138000,59.877,0.0,6.0,,20250218,2021,아파트,중개거래,서울 영등포구
2025,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(삼성),2025-02-17,93000,84.96,0.0,21.0,,,2003,아파트,중개거래,서울 관악구
2025,11500,강서구,10500,마곡동,1,대지,0776,0002,마곡센트럴대방디엠시티오피스텔,2025-02-17,60000,56.413,81.0277,14.0,,,2017,오피스텔,중개거래,"경기 고양시 덕양구, 서울 강서구"
2025,11215,광진구,10900,군자동,1,대지,0473,0001,(473-1),2025-02-17,19500,18.13,29.09,14.0,,,2019,오피스텔,중개거래,서울 광진구
2025,11650,서초구,10800,서초동,1,대지,1338,0020,서초현대렉시온,2025-02-17,32500,33.24,44.69,20.0,,,2005,오피스텔,중개거래,서울 서초구
2025,11305,강북구,10200,번동,1,대지,0162,0005,도원주택(가),2025-02-17,16000,58.29,33.0,-1.0,,,1994,연립다세대,직거래,
2025,11380,은평구,10400,갈현동,1,대지,0268,0032,미호아리타운,2025-02-17,16900,29.72,19.0,1.0,,,2012,연립다세대,중개거래,서울 은평구
